ID,Sales
T1192197,41899.09
T1192198,34335.477
T1192199,42402.258
T1192200,47884.63
T1192201,37310.95
T1192202,33278.59
T1192203,19122.213
T1192204,41268.082
T1192205,54971.27
T1192206,25659.312
T1192207,51106.867
T1192208,31232.904
T1192209,34193.2
T1192210,44341.8
T1192211,26658.742
T1192212,33626.945
T1192213,61183.82
T1192214,41598.457
T1192215,29648.31
T1192216,48895.613
T1192217,54188.418
T1192218,37956.695
T1192219,58644.258
T1192220,35974.203
T1192221,49756.656
T1192222,41972.12
T1192223,63013.13
T1192224,32856.89
T1192225,89013.164
T1192226,33722.062
T1192227,25677.482
T1192228,36925.12
T1192229,61336.445
T1192230,37132.918
T1192231,26883.377
T1192232,47038.8
T1192233,48200.92
T1192234,67247.92
T1192235,29584.53
T1192236,46044.312
T1192237,38553.594
T1192238,28993.234
T1192239,51730.312
T1192240,29752.76
T1192241,25918.014
T1192242,40193.73
T1192243,48265.836
T1192244,47897.406
T1192245,45884.156
T1192246,44571.332
T1192247,38746.777
T1192248,44659.523
T1192249,25403.08
T1192250,41942.22
T1192251,29476.361
T1192252,48958.82
T1192253,55777.195
T1192254,35215.76
T1192255,38859.105
T1192256,45685.348
T1192257,48822.07
T1192258,39680.72
T1192259,33496.848
T1192260,37967.883
T1192261,41029.79
T1192262,68679.875
T1192263,21871.518
T1192264,30151.84
T1192265,54705.027
T1192266,46710.293
T1192267,46617.297
T1192268,23632.143
T1192269,26937.6
T1192270,22676.328
T1192271,42262.887
T1192272,55081.69
T1192273,52926.215
T1192274,44223.746
T1192275,37657.613
T1192276,80518.23
T1192277,27856.586
T1192278,51385.582
T1192279,43268.38
T1192280,99494.625
T1192281,49185.93
T1192282,21013.576
T1192283,29984.586
T1192284,32009.908
T1192285,63888.992
T1192286,30943.273
T1192287,33710.176
T1192288,34180.76
T1192289,50924.582
T1192290,40954.473
T1192291,35809.832
T1192292,25896.727
T1192293,47568.43
T1192294,81714.664
T1192295,26358.57
T1192296,28490.11
T1192297,29651.383
T1192298,26439.355
T1192299,35960.605
T1192300,34669.03
T1192301,40038.57
T1192302,46339.82
T1192303,36772.12
T1192304,74859.945
T1192305,60504.004
T1192306,40810.312
T1192307,47022.387
T1192308,39491.14
T1192309,49429.83
T1192310,41687.043
T1192311,46865.332
T1192312,53414.27
T1192313,29305.45
T1192314,31737.135
T1192315,39378.367
T1192316,45098.285
T1192317,29548.732
T1192318,50435.105
T1192319,60709.94
T1192320,54980.527
T1192321,50024.703
T1192322,22369.605
T1192323,71776.33
T1192324,73907.61
T1192325,17330.805
T1192326,79076.56
T1192327,27638.352
T1192328,50012.92
T1192329,43570.625
T1192330,43222.473
T1192331,42139.49
T1192332,54153.08
T1192333,31131.393
T1192334,67640.09
T1192335,68745.86
T1192336,58587.28
T1192337,35273.637
T1192338,43938.13
T1192339,23938.154
T1192340,33201.668
T1192341,47267.605
T1192342,37461.492
T1192343,41402.676
T1192344,21023.361
T1192345,51252.297
T1192346,25401.287
T1192347,68258.28
T1192348,53783.004
T1192349,36474.953
T1192350,44412.14
T1192351,95999.055
T1192352,69336.516
T1192353,83767.04
T1192354,48513.703
T1192355,52374.23
T1192356,49400.754
T1192357,33722.062
T1192358,70895.89
T1192359,46481.094
T1192360,46044.312
T1192361,29330.904
T1192362,28395.252
T1192363,62020.402
T1192364,60504.004
T1192365,37310.95
T1192366,41268.082
T1192367,58587.28
T1192368,14915.828
T1192369,40193.73
T1192370,27274.059
T1192371,39237.156
T1192372,74859.945
T1192373,43144.95
T1192374,47568.43
T1192375,30453.814
T1192376,58519.734
T1192377,53688.17
T1192378,48265.836
T1192379,32856.89
T1192380,42396.914
T1192381,26749.338
T1192382,49892.89
T1192383,40954.473
T1192384,34335.477
T1192385,35215.76
T1192386,37967.883
T1192387,27638.352
T1192388,37956.695
T1192389,80518.23
T1192390,30465.295
T1192391,47456.266
T1192392,35634.56
T1192393,27062.047
T1192394,45815.09
T1192395,35896.4
T1192396,34965.383
T1192397,42139.49
T1192398,50435.105
T1192399,54884.066
T1192400,62529.844
T1192401,59494.758
T1192402,46543.812
T1192403,30469.93
T1192404,43356.8
T1192405,48227.754
T1192406,38283.01
T1192407,34180.76
T1192408,46571.93
T1192409,35809.832
T1192410,23515.625
T1192411,28490.11
T1192412,44412.14
T1192413,22516.748
T1192414,52374.23
T1192415,30006.793
T1192416,21023.361
T1192417,79076.56
T1192418,34906.105
T1192419,50012.92
T1192420,52785.62
T1192421,28240.898
T1192422,26285.64
T1192423,28491.664
T1192424,35273.637
T1192425,32285.008
T1192426,47267.605
T1192427,44151.72
T1192428,41402.676
T1192429,59588.914
T1192430,33664.297
T1192431,61151.996
T1192432,41899.09
T1192433,33278.59
T1192434,26358.57
T1192435,46197.75
T1192436,31131.393
T1192437,30943.273
T1192438,81617.29
T1192439,32115.088
T1192440,56599.527
T1192441,64392.594
T1192442,36772.12
T1192443,51575.547
T1192444,39491.14
T1192445,41687.043
T1192446,39378.367
T1192447,53414.27
T1192448,30480.342
T1192449,39454.883
T1192450,31292.707
T1192451,36474.953
T1192452,25630.328
T1192453,60709.94
T1192454,49429.83
T1192455,29984.586
T1192456,37669.844
T1192457,44223.746
T1192458,43268.38
T1192459,28828.303
T1192460,46435.49
T1192461,21013.576
T1192462,32606.295
T1192463,35136.617
T1192464,51730.312
T1192465,29022.176
T1192466,40332.414
T1192467,29631.902
T1192468,29476.361
T1192469,64294.26
T1192470,39680.72
T1192471,48822.07
T1192472,21871.518
T1192473,50300.047
T1192474,46617.297
T1192475,41151.496
T1192476,48450.0
T1192477,41972.12
T1192478,37986.88
T1192479,51571.87
T1192480,26883.377
T1192481,21009.268
T1192482,32838.88
T1192483,63013.13
T1192484,49793.555
T1192485,61957.086
T1192486,31983.588
T1192487,36925.12
T1192488,36409.33
T1192489,51106.867
T1192490,36292.37
T1192491,38553.594
T1192492,25403.08
T1192493,37602.145
T1192494,41687.7
T1192495,40382.746
T1192496,42262.887
T1192497,45434.375
T1192498,31232.904
T1192499,26658.742
T1192500,41598.457
T1192501,30179.139
T1192502,28583.324
T1192503,29460.172
T1192504,44154.402
T1192505,75893.99
T1192506,48200.92
T1192507,72264.21
T1192508,52063.418
T1192509,37467.035
T1192510,54686.74
T1192511,36249.117
T1192512,50784.29
T1192513,51402.05
T1192514,36590.195
T1192515,48672.89
T1192516,51380.555
T1192517,48895.613
T1192518,42723.76
T1192519,50414.81
T1192520,35495.91
T1192521,50236.95
T1192522,46339.82
T1192523,41341.918
T1192524,59029.746
T1192525,38859.105
T1192526,58130.434
T1192527,41029.79
T1192528,45685.348
T1192529,41412.004
T1192530,34989.574
T1192531,23754.545
T1192532,55777.195
T1192533,57175.133
T1192534,30349.938
T1192535,39455.83
T1192536,42300.92
T1192537,71545.04
T1192538,48958.82
T1192539,22369.605
T1192540,38929.16
T1192541,24606.04
T1192542,33888.83
T1192543,58644.258
T1192544,34099.367
T1192545,42327.645
T1192546,39930.25
T1192547,58250.195
T1192548,34918.71
T1192549,30151.84
T1192550,24167.738
T1192551,47038.8
T1192552,25401.287
T1192553,99494.625
T1192554,81945.44
T1192555,37461.492
T1192556,49191.957
T1192557,49185.93
T1192558,37047.27
T1192559,34643.465
T1192560,34369.938
T1192561,23632.143
T1192562,45340.254
T1192563,45884.156
T1192564,49756.656
T1192565,58622.664
T1192566,71776.33
T1192567,33710.176
T1192568,38746.777
T1192569,43171.6
T1192570,47897.406
T1192571,81714.664
T1192572,35688.08
T1192573,67779.36
T1192574,19400.123
T1192575,38459.39
T1192576,61423.92
T1192577,33241.207
T1192578,41448.03
T1192579,19122.213
T1192580,38263.793
T1192581,36789.082
T1192582,36256.902
T1192583,42402.258
T1192584,54153.08
T1192585,38411.695
T1192586,38460.07
T1192587,25659.312
T1192588,50452.746
T1192589,59640.65
T1192590,39519.99
T1192591,67640.09
T1192592,63888.992
T1192593,43561.926
T1192594,43938.13
T1192595,43428.066
T1192596,23938.154
T1192597,18756.473
T1192598,24510.617
T1192599,46376.367
T1192600,54971.27
T1192601,42596.54
T1192602,17330.805
T1192603,39049.816
T1192604,49553.375
T1192605,47203.137
T1192606,95999.055
T1192607,45977.03
T1192608,31894.809
T1192609,29399.693
T1192610,25165.346
T1192611,67091.13
T1192612,68745.86
T1192613,38063.74
T1192614,48513.703
T1192615,63518.09
T1192616,42623.445
T1192617,48348.53
T1192618,51252.297
T1192619,36370.453
T1192620,29648.31
T1192621,27941.416
T1192622,49851.707
T1192623,49797.1
T1192624,33626.945
T1192625,32588.271
T1192626,67247.92
T1192627,51385.582
T1192628,25677.482
T1192629,28993.234
T1192630,53956.117
T1192631,55112.523
T1192632,39535.188
T1192633,55081.69
T1192634,33201.668
T1192635,40810.312
T1192636,46339.82
T1192637,31064.383
T1192638,47022.387
T1192639,52566.2
T1192640,45088.03
T1192641,34193.2
T1192642,39841.02
T1192643,29998.74
T1192644,50024.703
T1192645,28963.469
T1192646,45082.625
T1192647,39287.43
T1192648,46865.332
T1192649,35401.34
T1192650,35869.957
T1192651,35879.867
T1192652,31737.135
T1192653,43570.625
T1192654,18573.281
T1192655,28384.654
T1192656,83767.04
T1192657,34669.03
T1192658,115558.695
T1192659,32826.37
T1192660,32009.908
T1192661,40038.57
T1192662,29305.45
T1192663,29548.732
T1192664,23358.104
T1192665,52563.473
T1192666,42067.12
T1192667,31124.945
T1192668,21404.256
T1192669,26439.355
T1192670,47158.42
T1192671,38032.637
T1192672,28048.809
T1192673,27856.586
T1192674,50924.582
T1192675,25896.727
T1192676,68676.01
T1192677,73907.61
T1192678,39941.2
T1192679,68258.28
T1192680,35960.605
T1192681,33416.82
T1192682,69336.516
T1192683,45098.285
T1192684,25609.588
T1192685,46710.293
T1192686,29651.383
T1192687,37132.918
T1192688,28336.348
T1192689,52926.215
T1192690,35974.203
T1192691,46300.38
T1192692,38957.53
T1192693,89013.164
T1192694,25918.014
T1192695,54310.574
T1192696,44613.016
T1192697,37657.613
T1192698,37782.07
T1192699,29584.53
T1192700,29845.555
T1192701,68417.02
T1192702,46771.824
T1192703,29752.76
T1192704,26467.25
T1192705,54705.027
T1192706,33496.848
T1192707,35875.01
T1192708,41032.8
T1192709,18238.373
T1192710,54980.527
T1192711,50494.51
T1192712,34145.277
T1192713,37646.746
T1192714,42600.316
T1192715,33108.805
T1192716,44659.523
T1192717,20954.057
T1192718,29611.814
T1192719,41250.88
T1192720,26937.6
T1192721,22369.605
T1192722,48050.54
T1192723,51575.547
T1192724,53414.27
T1192725,36772.12
T1192726,44412.14
T1192727,31292.707
T1192728,46435.49
T1192729,45340.254
T1192730,34180.76
T1192731,41808.13
T1192732,50012.92
T1192733,95999.055
T1192734,37461.492
T1192735,52563.473
T1192736,28490.11
T1192737,53709.87
T1192738,31131.393
T1192739,42600.316
T1192740,49185.93
T1192741,58250.195
T1192742,39455.83
T1192743,49429.83
T1192744,35875.01
T1192745,50024.703
T1192746,37657.613
T1192747,38929.16
T1192748,43938.13
T1192749,46543.812
T1192750,27274.059
T1192751,35215.76
T1192752,70895.89
T1192753,44659.523
T1192754,56599.527
T1192755,61957.086
T1192756,71545.04
T1192757,21009.268
T1192758,27062.047
T1192759,32856.89
T1192760,28336.348
T1192761,35495.91
T1192762,61424.734
T1192763,51730.312
T1192764,29651.383
T1192765,47456.266
T1192766,37646.746
T1192767,45815.09
T1192768,32826.37
T1192769,32009.908
T1192770,38283.01
T1192771,60504.004
T1192772,30469.93
T1192773,21404.256
T1192774,80518.23
T1192775,89013.164
T1192776,28048.809
T1192777,35960.605
T1192778,46339.82
T1192779,42374.02
T1192780,39841.02
T1192781,49400.754
T1192782,18573.281
T1192783,35879.867
T1192784,43570.625
T1192785,51106.867
T1192786,25401.287
T1192787,30151.84
T1192788,54686.74
T1192789,19400.123
T1192790,67091.13
T1192791,48200.92
T1192792,25165.346
T1192793,54971.27
T1192794,32901.484
T1192795,38459.39
T1192796,33626.945
T1192797,31894.809
T1192798,38263.793
T1192799,29022.176
T1192800,46197.75
T1192801,38411.695
T1192802,33664.297
T1192803,41402.676
T1192804,42596.54
T1192805,28491.664
T1192806,58644.258
T1192807,41687.7
T1192808,39520.277
T1192809,48635.4
T1192810,34643.465
T1192811,67779.36
T1192812,58622.664
T1192813,42396.914
T1192814,48450.0
T1192815,48895.613
T1192816,37986.88
T1192817,41972.12
T1192818,39680.72
T1192819,46617.297
T1192820,48822.07
T1192821,34989.574
T1192822,29611.814
T1192823,46339.82
T1192824,45685.348
T1192825,32115.088
T1192826,49295.246
T1192827,32588.271
T1192828,34145.277
T1192829,21013.576
T1192830,38752.473
T1192831,53688.17
T1192832,43144.95
T1192833,41427.703
T1192834,43171.6
T1192835,38032.637
T1192836,31232.904
T1192837,61991.152
T1192838,26358.57
T1192839,36474.953
T1192840,42067.12
T1192841,47151.8
T1192842,61423.92
T1192843,59640.65
T1192844,52374.23
T1192845,39941.2
T1192846,29984.586
T1192847,14915.828
T1192848,81714.664
T1192849,46481.094
T1192850,34965.383
T1192851,49247.023
T1192852,47022.387
T1192853,52926.215
T1192854,39491.14
T1192855,46044.312
T1192856,39287.43
T1192857,35634.56
T1192858,41250.88
T1192859,31737.135
T1192860,34335.477
T1192861,41687.043
T1192862,39237.156
T1192863,40038.57
T1192864,50924.582
T1192865,35273.637
T1192866,39378.367
T1192867,30943.273
T1192868,42723.76
T1192869,23754.545
T1192870,35688.08
T1192871,44613.016
T1192872,37956.695
T1192873,27638.352
T1192874,49793.555
T1192875,21871.518
T1192876,37782.07
T1192877,63013.13
T1192878,37047.27
T1192879,26467.25
T1192880,29548.732
T1192881,83767.04
T1192882,46300.38
T1192883,41032.8
T1192884,49191.957
T1192885,38553.594
T1192886,50236.95
T1192887,24606.04
T1192888,41899.09
T1192889,43428.066
T1192890,36256.902
T1192891,33278.59
T1192892,28384.654
T1192893,31064.383
T1192894,47267.605
T1192895,59494.758
T1192896,44223.746
T1192897,44154.402
T1192898,26658.742
T1192899,38063.74
T1192900,36249.117
T1192901,25403.08
T1192902,25609.588
T1192903,18238.373
T1192904,39049.816
T1192905,37132.918
T1192906,40193.73
T1192907,67247.92
T1192908,43268.38
T1192909,33108.805
T1192910,48265.836
T1192911,33722.062
T1192912,28828.303
T1192913,32606.295
T1192914,54705.027
T1192915,35974.203
T1192916,34193.2
T1192917,23515.625
T1192918,58130.434
T1192919,36925.12
T1192920,26883.377
T1192921,29752.76
T1192922,47038.8
T1192923,22516.748
T1192924,34099.367
T1192925,35869.957
T1192926,49851.707
T1192927,64392.594
T1192928,38460.07
T1192929,57115.93
T1192930,47568.43
T1192931,42139.49
T1192932,34906.105
T1192933,41268.082
T1192934,29305.45
T1192935,27856.586
T1192936,50494.51
T1192937,44151.72
T1192938,40382.746
T1192939,115558.695
T1192940,56936.336
T1192941,33201.668
T1192942,28395.252
T1192943,39454.883
T1192944,39535.188
T1192945,49892.89
T1192946,52785.62
T1192947,29476.361
T1192948,47897.406
T1192949,25659.312
T1192950,42402.258
T1192951,47416.832
T1192952,53424.65
T1192953,50300.047
T1192954,28240.898
T1192955,23938.154
T1192956,36789.082
T1192957,53848.598
T1192958,45977.03
T1192959,38859.105
T1192960,36292.37
T1192961,39519.99
T1192962,38746.777
T1192963,35809.832
T1192964,58519.734
T1192965,21023.361
T1192966,42262.887
T1192967,51252.297
T1192968,58196.938
T1192969,41029.79
T1192970,50414.81
T1192971,41448.03
T1192972,46771.824
T1192973,40332.414
T1192974,29460.172
T1192975,57175.133
T1192976,34918.71
T1192977,36590.195
T1192978,37467.035
T1192979,45088.03
T1192980,46865.332
T1192981,28583.324
T1192982,52063.418
T1192983,49553.375
T1192984,48348.53
T1192985,51380.555
T1192986,33710.176
T1192987,37967.883
T1192988,31983.588
T1192989,24510.617
T1192990,34369.938
T1192991,45082.625
T1192992,60554.56
T1192993,99494.625
T1192994,25896.727
T1192995,35896.4
T1192996,30465.295
T1192997,59047.258
T1192998,26749.338
T1192999,30349.938
T1193000,51571.87
T1193001,29330.904
T1193002,27941.416
T1193003,29127.98
T1193004,55777.195
T1193005,43356.8
T1193006,48958.82
T1193007,26439.355
T1193008,34669.03
T1193009,51385.582
T1193010,41275.168
T1193011,39930.25
T1193012,48513.703
T1193013,48227.754
T1193014,26285.64
T1193015,18756.473
T1193016,49797.1
T1193017,61151.996
T1193018,45434.375
T1193019,23632.143
T1193020,29631.902
T1193021,25918.014
T1193022,29845.555
T1193023,28993.234
T1193024,31124.945
T1193025,46710.293
T1193026,42300.92
T1193027,33496.848
T1193028,38957.53
T1193029,30049.799
T1193030,35401.34
T1193031,32838.88
T1193032,46571.93
T1193033,40810.312
T1193034,45098.285
T1193035,36370.453
T1193036,24167.738
T1193037,48672.89
T1193038,20954.057
T1193039,75893.99
T1193040,47158.42
T1193041,62020.402
T1193042,54884.066
T1193043,28963.469
T1193044,55081.69
T1193045,81945.44
T1193046,25677.482
T1193047,50452.746
T1193048,30006.793
T1193049,41151.496
T1193050,37310.95
T1193051,19122.213
T1193052,59029.746
T1193053,26937.6
T1193054,17330.805
T1193055,42327.645
T1193056,32285.008
T1193057,25630.328
T1193058,35136.617
T1193059,33241.207
T1193060,39272.785
T1193061,25115.984
T1193062,33416.82
T1193063,42623.445
T1193064,64253.574
T1193065,29998.74
T1193066,47203.137
T1193067,29399.693
T1193068,29584.53
T1193069,58587.28
T1193070,30480.342
T1193071,53956.117
T1193072,40954.473
T1193073,68745.86
T1193074,33888.83
T1193075,45884.156
T1193076,30453.814
T1193077,63518.09
T1193078,63888.992
T1193079,46376.367
T1193080,41412.004
T1193081,29648.31
T1193082,37602.145
T1193083,30179.139
T1193084,23358.104
T1193085,57139.258
T1193086,37033.117
T1193087,29460.172
T1193088,37461.492
T1193089,25677.482
T1193090,45098.285
T1193091,41268.082
T1193092,37467.035
T1193093,99494.625
T1193094,54971.27
T1193095,58644.258
T1193096,28583.324
T1193097,32901.484
T1193098,28993.234
T1193099,19122.213
T1193100,40810.312
T1193101,42139.49
T1193102,51380.555
T1193103,34906.105
T1193104,31983.588
T1193105,89013.164
T1193106,47568.43
T1193107,42262.887
T1193108,57115.93
T1193109,58196.938
T1193110,37657.613
T1193111,52063.418
T1193112,33960.145
T1193113,81505.805
T1193114,55777.195
T1193115,46376.367
T1193116,53424.65
T1193117,48958.82
T1193118,22369.605
T1193119,23515.625
T1193120,32856.89
T1193121,39930.25
T1193122,53382.867
T1193123,32606.295
T1193124,48265.836
T1193125,46435.49
T1193126,28828.303
T1193127,33722.062
T1193128,49295.246
T1193129,59047.258
T1193130,40332.414
T1193131,26883.377
T1193132,41972.12
T1193133,81506.98
T1193134,30151.84
T1193135,44151.72
T1193136,28395.252
T1193137,29476.361
T1193138,17330.805
T1193139,29022.176
T1193140,36590.195
T1193141,29062.137
T1193142,46197.75
T1193143,52785.62
T1193144,45815.09
T1193145,39454.883
T1193146,64392.594
T1193147,22516.748
T1193148,32115.088
T1193149,36925.12
T1193150,37967.883
T1193151,25918.014
T1193152,31894.809
T1193153,58587.28
T1193154,36249.117
T1193155,44154.402
T1193156,39841.02
T1193157,31064.383
T1193158,40954.473
T1193159,33241.207
T1193160,80518.23
T1193161,33278.59
T1193162,25609.588
T1193163,37042.152
T1193164,41899.09
T1193165,51106.867
T1193166,39941.2
T1193167,37378.797
T1193168,60504.004
T1193169,18756.473
T1193170,50012.92
T1193171,35273.637
T1193172,47151.8
T1193173,42067.12
T1193174,38411.695
T1193175,61991.152
T1193176,47360.82
T1193177,21871.518
T1193178,46610.562
T1193179,34989.574
T1193180,41412.004
T1193181,40193.73
T1193182,24167.738
T1193183,27274.059
T1193184,42327.645
T1193185,58622.664
T1193186,49191.957
T1193187,63013.13
T1193188,39272.785
T1193189,47203.137
T1193190,49793.555
T1193191,44613.016
T1193192,37782.07
T1193193,30453.814
T1193194,25403.08
T1193195,42723.76
T1193196,46617.297
T1193197,42623.445
T1193198,18238.373
T1193199,48822.07
T1193200,46526.42
T1193201,41585.6
T1193202,26439.355
T1193203,52374.23
T1193204,45734.59
T1193205,46481.094
T1193206,21009.268
T1193207,46264.12
T1193208,20954.057
T1193209,43268.38
T1193210,18573.281
T1193211,58519.734
T1193212,34369.938
T1193213,28490.11
T1193214,49429.83
T1193215,35401.34
T1193216,36292.37
T1193217,33496.848
T1193218,48635.4
T1193219,21023.361
T1193220,46710.293
T1193221,28240.898
T1193222,50300.047
T1193223,31124.945
T1193224,47416.832
T1193225,52563.473
T1193226,35809.832
T1193227,28963.469
T1193228,49247.023
T1193229,55081.69
T1193230,32826.37
T1193231,48200.92
T1193232,43144.95
T1193233,59197.69
T1193234,31131.393
T1193235,55814.918
T1193236,21013.576
T1193237,30349.938
T1193238,25896.727
T1193239,29984.586
T1193240,53688.17
T1193241,14915.828
T1193242,53414.27
T1193243,60554.56
T1193244,41687.043
T1193245,45340.254
T1193246,43570.625
T1193247,81945.44
T1193248,41250.88
T1193249,39237.156
T1193250,49400.754
T1193251,34965.383
T1193252,39491.14
T1193253,41402.676
T1193254,46339.82
T1193255,38460.07
T1193256,61957.086
T1193257,64768.25
T1193258,39049.816
T1193259,24606.04
T1193260,43186.88
T1193261,38553.594
T1193262,51730.312
T1193263,23754.545
T1193264,35688.08
T1193265,37956.695
T1193266,27638.352
T1193267,34643.465
T1193268,37047.27
T1193269,26467.25
T1193270,50236.95
T1193271,29548.732
T1193272,46300.38
T1193273,71545.04
T1193274,67779.36
T1193275,47480.996
T1193276,41032.8
T1193277,35879.867
T1193278,26937.6
T1193279,33416.82
T1193280,43965.973
T1193281,29584.53
T1193282,42374.02
T1193283,45884.156
T1193284,53956.117
T1193285,83767.04
T1193286,64253.574
T1193287,38063.74
T1193288,26658.742
T1193289,34335.477
T1193290,34180.76
T1193291,40038.57
T1193292,27062.047
T1193293,46044.312
T1193294,38032.637
T1193295,34145.277
T1193296,38752.473
T1193297,54686.74
T1193298,41427.703
T1193299,43171.6
T1193300,31232.904
T1193301,39455.83
T1193302,67091.13
T1193303,26358.57
T1193304,71470.43
T1193305,36772.12
T1193306,61423.92
T1193307,59640.65
T1193308,39378.367
T1193309,30943.273
T1193310,43428.066
T1193311,36256.902
T1193312,44412.14
T1193313,47267.605
T1193314,32588.271
T1193315,46339.82
T1193316,44223.746
T1193317,36474.953
T1193318,31737.135
T1193319,33888.83
T1193320,29648.31
T1193321,29631.902
T1193322,38957.53
T1193323,41687.7
T1193324,48450.0
T1193325,48672.89
T1193326,75893.99
T1193327,47158.42
T1193328,30049.799
T1193329,45434.375
T1193330,69364.23
T1193331,26749.338
T1193332,33664.297
T1193333,42396.914
T1193334,41151.496
T1193335,51571.87
T1193336,34814.633
T1193337,26285.64
T1193338,30006.793
T1193339,37602.145
T1193340,35136.617
T1193341,25115.984
T1193342,41805.38
T1193343,30179.139
T1193344,30480.342
T1193345,31292.707
T1193346,25630.328
T1193347,51575.547
T1193348,57139.258
T1193349,41275.168
T1193350,19400.123
T1193351,29845.555
T1193352,38929.16
T1193353,21404.256
T1193354,63888.992
T1193355,23358.104
T1193356,43938.13
T1193357,59029.746
T1193358,48513.703
T1193359,30469.93
T1193360,51385.582
T1193361,40881.57
T1193362,30465.295
T1193363,43356.8
T1193364,29127.98
T1193365,48227.754
T1193366,37986.88
T1193367,50024.703
T1193368,45082.625
T1193369,35896.4
T1193370,27941.416
T1193371,54884.066
T1193372,35875.01
T1193373,70895.89
T1193374,62020.402
T1193375,28048.809
T1193376,24510.617
T1193377,36370.453
T1193378,59984.742
T1193379,42607.277
T1193380,42300.92
T1193381,47456.266
T1193382,35634.56
T1193383,42596.54
T1193384,45685.348
T1193385,48348.53
T1193386,44659.523
T1193387,51252.297
T1193388,33626.945
T1193389,36789.082
T1193390,32949.246
T1193391,31926.764
T1193392,37754.113
T1193393,49553.375
T1193394,42402.258
T1193395,25165.346
T1193396,38746.777
T1193397,40382.746
T1193398,23938.154
T1193399,53848.598
T1193400,45977.03
T1193401,41808.13
T1193402,39535.188
T1193403,50494.51
T1193404,49185.93
T1193405,57868.414
T1193406,38459.39
T1193407,49851.707
T1193408,38263.793
T1193409,34099.367
T1193410,30977.402
T1193411,47897.406
T1193412,69585.1
T1193413,29752.76
T1193414,41448.03
T1193415,41029.79
T1193416,46771.824
T1193417,58130.434
T1193418,57175.133
T1193419,34918.71
T1193420,53709.87
T1193421,35869.957
T1193422,35974.203
T1193423,54705.027
T1193424,61424.734
T1193425,45088.03
T1193426,33201.668
T1193427,38859.105
T1193428,34193.2
T1193429,39519.99
T1193430,46543.812
T1193431,56936.336
T1193432,32009.908
T1193433,37132.918
T1193434,81714.664
T1193435,38978.14
T1193436,32193.38
T1193437,49892.89
T1193438,33710.176
T1193439,56599.527
T1193440,95999.055
T1193441,29651.383
T1193442,39287.43
T1193443,47022.387
T1193444,115558.695
T1193445,39520.277
T1193446,52926.215
T1193447,50924.582
T1193448,48050.54
T1193449,67247.92
T1193450,59494.758
T1193451,38731.547
T1193452,25630.328
T1193453,34906.105
T1193454,41655.773
T1193455,24510.617
T1193456,17330.805
T1193457,45734.59
T1193458,30179.139
T1193459,61957.086
T1193460,49851.707
T1193461,28048.809
T1193462,32606.295
T1193463,40262.156
T1193464,31383.031
T1193465,19122.213
T1193466,59197.69
T1193467,59494.758
T1193468,34099.367
T1193469,22854.11
T1193470,27941.416
T1193471,22516.748
T1193472,81945.44
T1193473,34649.383
T1193474,28828.303
T1193475,58130.434
T1193476,50024.703
T1193477,30349.938
T1193478,23515.625
T1193479,23498.902
T1193480,49892.89
T1193481,26555.818
T1193482,20954.057
T1193483,32115.088
T1193484,47158.42
T1193485,51571.87
T1193486,37657.613
T1193487,40382.746
T1193488,64392.594
T1193489,45098.285
T1193490,53382.867
T1193491,79996.62
T1193492,59047.258
T1193493,50193.88
T1193494,30049.799
T1193495,44151.72
T1193496,26749.338
T1193497,42396.914
T1193498,39535.188
T1193499,115558.695
T1193500,48450.0
T1193501,41805.38
T1193502,41275.168
T1193503,18756.473
T1193504,61424.734
T1193505,35532.066
T1193506,29166.04
T1193507,34369.938
T1193508,35401.34
T1193509,56599.527
T1193510,35869.957
T1193511,42300.92
T1193512,50494.51
T1193513,32949.246
T1193514,32264.986
T1193515,46435.49
T1193516,31124.945
T1193517,29845.555
T1193518,52563.473
T1193519,22369.605
T1193520,38957.53
T1193521,40810.312
T1193522,52785.62
T1193523,42662.59
T1193524,48513.703
T1193525,36772.12
T1193526,39378.367
T1193527,52786.56
T1193528,30220.283
T1193529,40020.89
T1193530,27423.973
T1193531,31523.57
T1193532,37042.152
T1193533,58196.938
T1193534,30943.273
T1193535,41280.953
T1193536,31064.383
T1193537,32736.197
T1193538,48635.4
T1193539,26071.273
T1193540,25609.588
T1193541,42425.86
T1193542,26658.742
T1193543,47360.82
T1193544,50236.95
T1193545,25165.346
T1193546,36474.953
T1193547,42067.12
T1193548,39520.277
T1193549,26358.57
T1193550,68421.6
T1193551,39237.156
T1193552,35634.56
T1193553,34335.477
T1193554,27062.047
T1193555,14915.828
T1193556,46264.12
T1193557,40863.69
T1193558,46044.312
T1193559,29651.383
T1193560,64768.25
T1193561,27917.37
T1193562,46481.094
T1193563,54686.74
T1193564,21009.268
T1193565,55814.918
T1193566,47151.8
T1193567,31232.904
T1193568,43144.95
T1193569,50917.45
T1193570,32826.37
T1193571,38752.473
T1193572,37132.918
T1193573,35201.87
T1193574,38746.777
T1193575,18238.373
T1193576,47203.137
T1193577,53709.87
T1193578,26034.309
T1193579,36035.31
T1193580,37534.215
T1193581,30823.666
T1193582,34965.383
T1193583,33888.83
T1193584,19400.123
T1193585,42212.78
T1193586,30137.133
T1193587,20091.924
T1193588,25631.768
T1193589,43938.13
T1193590,38263.793
T1193591,25686.406
T1193592,38411.695
T1193593,46197.75
T1193594,37378.797
T1193595,63888.992
